742	0	0
741	25.619347	88.12545
740	22.189751	88.433656
739	23.331991	86.360039
738	22.289383	87.916304
737	23.251139	87.867974
736	22.418272	87.323795
735	23.682759	86.983976
734	22.723742	88.483904
733	23.394843	88.491426
732	24.188852	88.269481
731	25.003119	88.135989
730	22.563398	88.351308
729	27.059447	88.46388
728	22.455603	86.994864
727	26.524243	88.719978
726	22.588159	88.33618
725	22.904563	88.394895
724	27.036757	88.261484
723	25.228732	88.775444
722	26.325428	89.468164
721	23.89169	87.530919
720	23.225065	87.075936
719	26.500076	89.527819
718	30.730411	78.444872
717	28.970835	79.396861
716	30.379608	78.438862
715	30.282565	78.975326
714	29.581709	80.212158
713	30.152586	78.772548
712	29.383547	79.463956
711	29.946656	78.152984
710	30.314882	78.033458
709	29.335818	80.090932
708	30.408374	79.319348
707	29.839006	79.774028
706	29.59318	79.65246
705	25.324479	82.987132
704	26.548	80.486
703	26.265767	82.075098
702	24.691629	83.061695
701	27.564087	80.681452
700	27.281527	83.088351
699	27.702152	81.93548
698	29.447117	77.305576
697	27.855901	79.909381
696	26.775489	83.067843
695	28.390827	78.625206
694	29.961727	77.540582
693	28.788513	79.002116
692	26.228419	81.244238
691	25.445318	81.825885
690	25.894765	81.938281
689	28.63234	79.812763
688	29.467183	77.708798
687	28.832849	78.765156
686	25.13442	82.568273
685	28.969691	77.752724
684	25.969446	83.717488
683	27.481177	77.675222
682	27.228473	79.025078
681	25.289909	79.880583
680	27.142784	83.563583
679	26.864315	80.942599
678	24.691853	78.421785
677	26.748258	83.915708
676	27.951785	80.773085
675	25.530464	81.377142
674	27.807298	78.64812
673	26.488648	80.312461
672	26.379484	79.956202
671	27.054646	79.917955
670	25.451973	78.577355
669	25.741783	82.686264
668	26.143186	79.32559
667	27.599385	78.054448
666	27.389347	80.131308
665	28.739521	77.780474
664	25.960847	80.145208
663	26.759308	83.382623
662	27.133662	81.963219
661	25.575437	83.560984
660	28.674109	77.438009
659	28.465299	77.511352
658	27.153328	78.397884
657	25.9323	80.817809
656	27.389211	79.583386
655	26.77828	79.024386
654	27.557782	78.661614
653	26.502723	83.781034
652	25.222885	80.915764
651	25.261011	83.261688
650	28.403812	77.858475
649	28.038028	79.114753
648	29.381669	78.141577
647	25.392781	82.570046
646	26.798358	82.746643
645	28.378643	79.402283
644	26.939202	81.177203
643	25.477366	80.333516
642	27.422128	82.18297
641	25.755014	84.1472
640	27.865109	81.497368
639	28.944431	77.225017
638	26.055944	83.182836
637	26.780125	82.147163
636	26.460859	79.512367
635	28.904645	78.468047
634	26.156342	81.806612
633	26.417051	82.534011
632	27.889424	78.075026
631	27.157019	77.9916
630	23.829193	91.26966
629	24.306152	91.996816
628	23.251276	91.469922
627	23.491235	91.340804
626	24.378915	92.162696
625	24.068577	91.609058
624	23.539545	91.495127
623	23.924683	91.871984
622	17.524716	78.899047
621	17.996694	79.565536
620	17.930263	79.643781
619	16.360745	78.061563
618	17.340652	77.905043
617	17.144082	79.62311
616	18.098284	78.849851
615	17.61509	78.081398
614	17.398345	78.474496
613	18.389763	78.808145
612	18.610497	79.379724
611	18.676668	78.107402
610	19.093497	78.343876
609	16.747484	77.495939
608	17.05069	79.267513
607	16.486955	78.311881
606	18.191925	79.944465
605	17.640169	78.482601
604	18.046067	78.263045
603	18.878564	79.449212
602	16.748883	77.999336
601	17.598966	79.99769
600	19.360035	79.292296
599	17.248992	80.142493
598	18.436917	79.124363
597	18.325241	78.33596
596	16.234991	77.799882
595	18.438481	79.867682
594	17.724215	79.154068
593	18.789309	78.91317
592	17.398345	78.474496
591	17.543218	80.618955
590	19.679507	78.537032
589	9.591635	77.962225
588	11.946339	79.500007
587	12.923204	79.124665
586	10.775208	79.638405
585	12.233632	79.06687
584	13.14568	79.90634
583	11.100186	77.352772
582	13.082881	80.276002
581	8.726864	77.685227
580	10.80763	78.694349
579	8.804594	78.145177
578	10.016701	77.491967
577	10.7872	79.142485
576	8.953603	77.31279
575	9.848409	78.485069
574	11.652942	78.135971
573	12.926225	79.328219
572	9.371211	78.826466
571	10.382714	78.815052
570	11.238787	78.864058
569	11.406743	76.699676
568	11.224731	78.16988
567	10.793751	79.841333
566	13.082881	80.276002
565	9.920105	78.110683
564	12.520296	78.2199
563	10.959726	78.085828
562	8.175993	77.437175
561	12.83731	79.705127
560	11.737862	78.964716
559	11.341086	77.720911
558	10.360702	77.971692
557	12.129289	78.163777
556	11.758416	79.769522
555	10.996065	76.967826
554	13.082881	80.276002
553	12.663981	79.985078
552	11.13459	79.073981
551	27.288613	88.255025
550	27.166388	88.362121
549	27.501201	88.535224
548	27.337503	88.614914
547	24.576087	73.700185
546	26.156571	75.781939
545	29.926633	73.875199
544	24.882626	72.858992
543	27.616104	75.151683
542	26.012392	76.356028
541	25.058559	73.886286
540	24.033841	74.781441
539	25.767928	73.326892
538	27.189135	73.728103
537	25.16803	75.851617
536	26.494871	77.025997
535	26.283764	73.021914
534	28.114022	75.387494
533	24.591577	76.156335
532	25.344366	72.625261
531	26.91166	70.921991
530	26.917858	75.801292
529	29.610202	74.295412
528	23.841674	73.714647
527	26.705609	77.893102
526	26.899743	76.332344
525	28.289221	74.966592
524	24.88836	74.623653
523	25.44032	75.643365
522	28.017644	73.330484
521	25.343748	74.630977
520	27.215703	77.503951
519	25.765159	71.414806
518	25.097045	76.512144
517	23.554298	74.44453
516	27.566336	76.626135
515	26.45046	74.638922
514	31.45388	74.926703
513	31.121544	76.109471
512	30.251061	75.834462
511	30.963879	76.533443
510	30.343498	76.398418
509	32.26476	75.636325
508	30.478022	74.515482
507	30.695985	76.72759
506	30.823102	75.173486
505	29.9889	75.403426
504	30.906883	75.846685
503	31.379474	75.392227
502	31.326228	75.576277
501	31.532486	75.905378
500	32.039601	75.400334
499	30.944594	74.612966
498	30.394774	74.03211
497	30.630253	76.389339
496	30.676766	74.759857
495	30.211062	74.945386
494	30.371598	75.549692
493	31.634227	74.874001
492	16.735533	82.216156
491	11.925265	79.827186
490	11.708464	75.531341
489	10.914893	79.836273
488	22.108182	84.03716
487	20.842423	83.899604
486	21.457436	83.980324
485	19.175564	83.410734
484	19.813312	85.831257
483	20.046155	82.717355
482	20.127049	85.104964
481	19.230593	82.549286
480	21.928125	86.727123
479	18.361434	81.88932
478	18.813283	82.712996
477	20.177518	85.624231
476	21.639231	85.606036
475	20.50595	86.420971
474	20.479181	84.230167
473	19.906228	83.164377
472	21.860884	84.018705
471	20.844472	86.336972
470	20.255766	86.16692
469	19.388364	85.049692
468	18.778493	84.093367
467	20.654825	85.59478
466	21.538379	84.732951
465	20.466256	85.896252
464	20.83852	84.322121
463	21.057679	86.496391
462	21.337569	83.621098
461	21.500964	86.924012
460	20.70532	83.487121
459	20.841831	85.106552
458	26.021755	94.529012
457	26.094278	94.258283
456	26.234081	94.812512
455	25.702492	94.460233
454	25.537131	93.733531
453	26.205215	95.018667
452	26.720792	95.030152
451	26.324103	94.521227
